Type,Purpose,Furnishing,Price,Beds,Baths,Area_sqft,Address,Price_num,Area_num,Beds_num,Baths_num
0,0,1,"967,627",1 bed,2 baths,790 sqft,"Millennium Talia Residences, Al Furjan, Dubai, UAE",967627.0,790.0,1.0,2.0
0,0,0,"1,204,000",Studio,1 bath,613 sqft,"JVC District 10, Jumeirah Village Circle (JVC), Dubai, UAE",1204000.0,613.0,0.0,1.0
0,0,0,"1,813,888",1 bed,1 bath,757 sqft,"Albero by Emaar, Dubai Creek Harbour, Dubai, UAE",1813888.0,757.0,1.0,1.0
0,0,1,"920,000",1 bed,2 baths,561 sqft,"Skyz by Danube, Arjan, Dubai, UAE",920000.0,561.0,1.0,2.0
0,0,1,"700,000",Studio,1 bath,352 sqft,"Skyz by Danube, Arjan, Dubai, UAE",700000.0,352.0,0.0,1.0
5,0,1,"6,800,000",4 beds,5 baths,"3,236 sqft","Shamsa Townhouses, Expo Valley, Expo City, Dubai, UAE",6800000.0,3236.0,4.0,5.0
0,0,1,"1,600,000",1 bed,2 baths,680 sqft,"Lagoon Views 7, Lagoon Views, DAMAC Lagoons, Dubai, UAE",1600000.0,680.0,1.0,2.0
0,0,1,"650,000",Studio,1 bath,496 sqft,"Dezire Residences, JVC District 17, Jumeirah Village Circle (JVC), Dubai, UAE",650000.0,496.0,0.0,1.0
0,0,1,"1,358,336",1 bed,2 baths,849 sqft,"Vita Residencia, Al Sufouh 1, Al Sufouh, Dubai, UAE",1358336.0,849.0,1.0,2.0
0,0,0,"1,393,632",1 bed,2 baths,871 sqft,"Vita Residencia, Al Sufouh 1, Al Sufouh, Dubai, UAE",1393632.0,871.0,1.0,2.0
0,0,0,"2,214,522",2 beds,3 baths,"1,303 sqft","Vita Residencia, Al Sufouh 1, Al Sufouh, Dubai, UAE",2214522.0,1303.0,2.0,3.0
6,0,1,"11,000,000",6 beds,7 baths,"5,003 sqft","Nad Al Sheba Gardens 1, Nad Al Sheba Gardens, Nad Al Sheba 1, Nad Al Sheba, Dubai, UAE",11000000.0,5003.0,6.0,7.0
6,0,1,"25,000,000",6 beds,8 baths,"12,013 sqft","Nad Al Sheba Gardens 1, Nad Al Sheba Gardens, Nad Al Sheba 1, Nad Al Sheba, Dubai, UAE",25000000.0,12013.0,6.0,8.0
0,0,1,"1,400,000",1 bed,2 baths,"1,054 sqft","Topaz Avenue, Al Furjan, Dubai, UAE",1400000.0,1054.0,1.0,2.0
0,0,0,"1,350,000",1 bed,2 baths,818 sqft,"Westwood by Imtiaz, Al Furjan, Dubai, UAE",1350000.0,818.0,1.0,2.0
0,0,1,"1,000,000",1 bed,2 baths,712 sqft,"Candace Acacia, Al Furjan, Dubai, UAE",1000000.0,712.0,1.0,2.0
0,0,1,"1,309,000",1 bed,2 baths,763 sqft,"Lagoon Views 13, Lagoon Views, DAMAC Lagoons, Dubai, UAE",1309000.0,763.0,1.0,2.0
0,0,1,"2,699,888",2 beds,4 baths,"1,294 sqft","DAMAC Heights, Dubai Marina, Dubai, UAE",2699888.0,1294.0,2.0,4.0
0,0,0,"3,399,888",1 bed,2 baths,704 sqft,"Jumeirah Gate Tower 2, The Address Residences Jumeirah Resort and Spa, Jumeirah Beach Residence (JBR), Dubai, UAE",3399888.0,704.0,1.0,2.0
0,0,1,"1,199,999",1 bed,1 bath,788 sqft,"Al Murad Tower, Al Barsha 1, Al Barsha, Dubai, UAE",1199999.0,788.0,1.0,1.0
0,0,1,"1,749,898",2 beds,3 baths,"1,377 sqft","Capital Bay Tower B, Capital Bay Towers, Business Bay, Dubai, UAE",1749898.0,1377.0,2.0,3.0
0,0,0,"3,299,888",1 bed,2 baths,"1,216 sqft","Building 7, City Walk, Al Wasl, Dubai, UAE",3299888.0,1216.0,1.0,2.0
0,0,1,"5,849,888",2 beds,1 bath,"1,888 sqft","Burj Khalifa, Downtown Dubai, Dubai, UAE",5849888.0,1888.0,2.0,1.0
0,0,1,"3,699,888",2 beds,3 baths,"1,467 sqft","Burj Vista 1, Burj Vista, Downtown Dubai, Dubai, UAE",3699888.0,1467.0,2.0,3.0
0,0,1,"7,999,888",3 beds,4 baths,"1,865 sqft","Grande, Opera District, Downtown Dubai, Dubai, UAE",7999888.0,1865.0,3.0,4.0
0,0,0,"5,999,888",2 beds,3 baths,"1,842 sqft","Sadaf 6, Sadaf, Jumeirah Beach Residence (JBR), Dubai, UAE",5999888.0,1842.0,2.0,3.0
0,0,1,"1,102,381",2 beds,3 baths,"1,394 sqft","Al Marsoumy Building, International City Phase 2 (Warsan 4), International City, Dubai, UAE",1102381.0,1394.0,2.0,3.0
0,0,1,"1,098,195",2 beds,3 baths,"1,394 sqft","Al Marsoumy Building, International City Phase 2 (Warsan 4), International City, Dubai, UAE",1098195.0,1394.0,2.0,3.0
0,0,1,"3,100,000",2 beds,2 baths,"1,053 sqft","Creek Crescent, Dubai Creek Harbour, Dubai, UAE",3100000.0,1053.0,2.0,2.0
0,0,1,"720,000",Studio,1 bath,338 sqft,"Azizi Venice, Dubai South, Dubai, UAE",720000.0,338.0,0.0,1.0
0,0,1,"4,899,000",3 beds,4 baths,"2,307 sqft","Al Bateen Towers, The Walk, Jumeirah Beach Residence (JBR), Dubai, UAE",4899000.0,2307.0,3.0,4.0
5,0,1,"3,600,000",3 beds,3 baths,"2,411 sqft","Dubai Style, Al Furjan Villas, Al Furjan, Dubai, UAE",3600000.0,2411.0,3.0,3.0
0,0,1,"1,737,499",1 bed,1 bath,999 sqft,"Binghatti Aurora, JVC District 12, Jumeirah Village Circle (JVC), Dubai, UAE",1737499.0,999.0,1.0,1.0
0,0,1,"1,854,446",1 bed,1 bath,843 sqft,"350 Riverside Crescent, Riverside Crescent, Sobha Hartland 2, Bukadra, Dubai, UAE",1854446.0,843.0,1.0,1.0
0,0,1,"1,843,600",1 bed,1 bath,737 sqft,"The Element, Sobha One, Sobha Hartland, Dubai, UAE",1843600.0,737.0,1.0,1.0
0,0,1,"1,076,000",1 bed,1 bath,731 sqft,"Binghatti Amberhall, JVC District 13, Jumeirah Village Circle (JVC), Dubai, UAE",1076000.0,731.0,1.0,1.0
0,0,1,"1,930,368",1 bed,2 baths,804 sqft,"Iluka by MS Homes, Dubai Islands, Dubai, UAE",1930368.0,804.0,1.0,2.0
0,0,1,"874,999",Studio,1 bath,367 sqft,"Binghatti Ruby, JVC District 16, Jumeirah Village Circle (JVC), Dubai, UAE",874999.0,367.0,0.0,1.0
0,0,0,"1,715,916",1 bed,2 baths,773 sqft,"Allegro Residences, Dubai Islands, Dubai, UAE",1715916.0,773.0,1.0,2.0
0,0,1,"1,828,100",2 beds,3 baths,"1,329 sqft","Samana Resorts Tower A, Samana Resorts, Dubai Production City (IMPZ), Dubai, UAE",1828100.0,1329.0,2.0,3.0
0,0,1,"705,000",Studio,1 bath,422 sqft,"Floarea  Grande, Arjan, Dubai, UAE",705000.0,422.0,0.0,1.0
0,0,0,"2,369,426",1 bed,2 baths,839 sqft,"Beach Walk Grand by Imtiaz, Dubai Islands, Dubai, UAE",2369426.0,839.0,1.0,2.0
0,0,0,"1,850,000",1 bed,2 baths,719 sqft,"Barcelo Residences, Dubai Marina, Dubai, UAE",1850000.0,719.0,1.0,2.0
0,0,1,"2,810,000",1 bed,2 baths,805 sqft,"Bluewaters Bay Building 2, Bluewaters Bay, Bluewaters Island, Dubai, UAE",2810000.0,805.0,1.0,2.0
0,0,1,"9,500,000",2 beds,3 baths,"1,600 sqft","Bluewaters Residences 3, Bluewaters Residences, Bluewaters Island, Dubai, UAE",9500000.0,1600.0,2.0,3.0
0,0,1,"9,999,999",3 beds,3 baths,"1,549 sqft","The Address Residences Dubai Opera Tower 1, The Address Residences Dubai Opera, Downtown Dubai, Dubai, UAE",9999999.0,1549.0,3.0,3.0
0,0,1,"2,800,000",3 beds,3 baths,"1,622 sqft","Ocean Heights, Dubai Marina, Dubai, UAE",2800000.0,1622.0,3.0,3.0
0,0,0,"1,500,000",1 bed,2 baths,"1,006 sqft","DAMAC Maison Majestine, Business Bay, Dubai, UAE",1500000.0,1006.0,1.0,2.0
0,0,0,"1,199,999",1 bed,1 bath,703 sqft,"Hammock Park, Wasl Gate, Dubai, UAE",1199999.0,703.0,1.0,1.0
0,0,1,"1,150,000",2 beds,1 bath,762 sqft,"The Nook 1, The Nook, Wasl Gate, Dubai, UAE",1150000.0,762.0,2.0,1.0
0,0,1,"1,350,000",1 bed,2 baths,"1,045 sqft","Pearlz by Danube, Al Furjan, Dubai, UAE",1350000.0,1045.0,1.0,2.0
6,0,0,"5,800,000",4 beds,5 baths,"3,990 sqft","Tilal Al Furjan, Al Furjan West, Al Furjan, Dubai, UAE",5800000.0,3990.0,4.0,5.0
5,0,1,"3,950,000",3 beds,4 baths,"2,659 sqft","Murooj Al Furjan West, Al Furjan West, Al Furjan, Dubai, UAE",3950000.0,2659.0,3.0,4.0
5,0,1,"6,650,000",3 beds,5 baths,"4,408 sqft","Nad Al Sheba Gardens 2, Nad Al Sheba Gardens, Nad Al Sheba 1, Nad Al Sheba, Dubai, UAE",6650000.0,4408.0,3.0,5.0
0,0,0,"2,050,000",1 bed,2 baths,"1,001 sqft","Upper Crest (Burjside Terrace), Downtown Dubai, Dubai, UAE",2050000.0,1001.0,1.0,2.0
0,0,1,"550,000",Studio,1 bath,423 sqft,"Q Gardens Lofts 2, JVC District 12, Jumeirah Village Circle (JVC), Dubai, UAE",550000.0,423.0,0.0,1.0
0,0,1,"700,000",1 bed,2 baths,776 sqft,"Jade Residence, Dubai Silicon Oasis (DSO), Dubai, UAE",700000.0,776.0,1.0,2.0
0,0,1,"590,000",1 bed,2 baths,736 sqft,"Silicon Gates 3, Silicon Gates, Dubai Silicon Oasis (DSO), Dubai, UAE",590000.0,736.0,1.0,2.0
0,0,1,"347,800",Studio,1 bath,433 sqft,"EMR-21, Emirates Cluster, International City, Dubai, UAE",347800.0,433.0,0.0,1.0
0,0,0,"875,000",Studio,1 bath,635 sqft,"LOCI Residences, JVC District 14, Jumeirah Village Circle (JVC), Dubai, UAE",875000.0,635.0,0.0,1.0
0,0,0,"925,000",Studio,1 bath,473 sqft,"Tower C, DAMAC Towers by Paramount Hotels and Resorts, Business Bay, Dubai, UAE",925000.0,473.0,0.0,1.0
0,0,1,"1,320,000",1 bed,2 baths,984 sqft,"Binghatti Galaxy Tower B, Binghatti Galaxy, JVC District 11, Jumeirah Village Circle (JVC), Dubai, UAE",1320000.0,984.0,1.0,2.0
0,0,1,"1,275,000",1 bed,1 bath,499 sqft,"Golfville, Dubai Hills Estate, Dubai, UAE",1275000.0,499.0,1.0,1.0
5,0,1,"3,650,000",4 beds,5 baths,"2,548 sqft","Mudon Al Ranim, Mudon, Dubai, UAE",3650000.0,2548.0,4.0,5.0
0,0,1,"2,250,000",1 bed,2 baths,958 sqft,"Aurora, Marina Promenade, Dubai Marina, Dubai, UAE",2250000.0,958.0,1.0,2.0
0,0,1,"1,185,872",2 beds,2 baths,902 sqft,"The Harmony, Residential District, Dubai South, Dubai, UAE",1185872.0,902.0,2.0,2.0
0,0,0,"3,704,888",3 beds,4 baths,"1,923 sqft","Club Place Tower A, Club Place, Dubai Hills Estate, Dubai, UAE",3704888.0,1923.0,3.0,4.0
5,0,1,"3,400,000",3 beds,5 baths,"3,144 sqft","The Pulse Beachfront, The Pulse, Residential District, Dubai South, Dubai, UAE",3400000.0,3144.0,3.0,5.0
6,0,1,"3,300,000",2 beds,3 baths,"2,256 sqft","Palmera 4, Palmera, Arabian Ranches, Dubai, UAE",3300000.0,2256.0,2.0,3.0
0,0,0,"665,789",Studio,1 bath,393 sqft,"Cove Edition Residence 4 by Imtiaz, Dubai Land Residence Complex, Dubai, UAE",665789.0,393.0,0.0,1.0
0,0,1,"1,525,000",3 beds,3 baths,"1,354 sqft","Glitz 3 Tower 2, Glitz 3, Dubai Studio City, Dubai, UAE",1525000.0,1354.0,3.0,3.0
0,0,1,"804,000",1 bed,2 baths,921 sqft,"Etlala Residence, Dubai Land Residence Complex, Dubai, UAE",804000.0,921.0,1.0,2.0
0,0,1,"1,194,999",2 beds,2 baths,"1,175 sqft","The L A X, Residential District, Dubai South, Dubai, UAE",1194999.0,1175.0,2.0,2.0
0,0,1,"436,000",Studio,1 bath,381 sqft,"Etlala Residence 2, Dubai Land Residence Complex, Dubai, UAE",436000.0,381.0,0.0,1.0
0,0,1,"1,100,000",2 beds,3 baths,987 sqft,"JVC District 11, Jumeirah Village Circle (JVC), Dubai, UAE",1100000.0,987.0,2.0,3.0
0,0,1,"900,000",1 bed,2 baths,829 sqft,"Regent Court, JVC District 14, Jumeirah Village Circle (JVC), Dubai, UAE",900000.0,829.0,1.0,2.0
0,0,1,"875,000",1 bed,2 baths,993 sqft,"The L A X, Residential District, Dubai South, Dubai, UAE",875000.0,993.0,1.0,2.0
0,0,0,"550,000",Studio,1 bath,393 sqft,"The Square Tower, JVC District 13, Jumeirah Village Circle (JVC), Dubai, UAE",550000.0,393.0,0.0,1.0
0,0,1,"6,868,000",3 beds,4 baths,"1,909 sqft","Sunrise Bay Tower 1, Sunrise Bay, Emaar Beachfront, Dubai Harbour, Dubai, UAE",6868000.0,1909.0,3.0,4.0
0,0,1,"4,250,000",3 beds,4 baths,"2,009 sqft","Mon Reve, Downtown Dubai, Dubai, UAE",4250000.0,2009.0,3.0,4.0
0,0,0,"2,750,000",2 beds,3 baths,"1,700 sqft","The Royal Oceanic, Dubai Marina, Dubai, UAE",2750000.0,1700.0,2.0,3.0
0,0,1,"1,800,000",2 beds,3 baths,"1,258 sqft","Hillside Residences, Wasl Gate, Dubai, UAE",1800000.0,1258.0,2.0,3.0
0,0,1,"1,800,000",2 beds,3 baths,"1,234 sqft","Hillside Residences, Wasl Gate, Dubai, UAE",1800000.0,1234.0,2.0,3.0
0,0,0,"750,000",Studio,1 bath,400 sqft,"Prime Residency 3, Al Furjan, Dubai, UAE",750000.0,400.0,0.0,1.0
0,0,0,"1,250,000",1 bed,2 baths,953 sqft,"JVC District 14, Jumeirah Village Circle (JVC), Dubai, UAE",1250000.0,953.0,1.0,2.0
6,0,1,"6,200,000",3 beds,4 baths,"3,015 sqft","Villa Lantana 1, Villa Lantana, Dubai Science Park, Dubai, UAE",6200000.0,3015.0,3.0,4.0
5,0,1,"5,500,000",4 beds,5 baths,"2,910 sqft","Silver Springs, DAMAC Hills, Dubai, UAE",5500000.0,2910.0,4.0,5.0
5,0,1,"1,999,999",2 beds,3 baths,"1,866 sqft","The Pulse Townhouses, The Pulse, Residential District, Dubai South, Dubai, UAE",1999999.0,1866.0,2.0,3.0
0,0,0,"1,200,000",2 beds,3 baths,"1,111 sqft","Celestia A, Celestia, Residential District, Dubai South, Dubai, UAE",1200000.0,1111.0,2.0,3.0
0,0,0,"1,065,000",1 bed,2 baths,786 sqft,"Samana Lake Views 2, Dubai Production City (IMPZ), Dubai, UAE",1065000.0,786.0,1.0,2.0
0,0,1,"1,570,000",2 beds,2 baths,"1,109 sqft","Binghatti Gardenia, JVC District 11, Jumeirah Village Circle (JVC), Dubai, UAE",1570000.0,1109.0,2.0,2.0
6,0,1,"23,617,000",7 beds,9 baths,"10,159 sqft","The Acres, Dubai, UAE",23617000.0,10159.0,7.0,9.0
6,0,1,"6,600,000",4 beds,5 baths,"2,347 sqft","Grand Views, Meydan Gated Community, Meydan City, Dubai, UAE",6600000.0,2347.0,4.0,5.0
6,0,1,"5,999,000",3 beds,4 baths,"1,808 sqft","Nad Al Sheba Gardens 2, Nad Al Sheba Gardens, Nad Al Sheba 1, Nad Al Sheba, Dubai, UAE",5999000.0,1808.0,3.0,4.0
5,0,1,"2,649,999",3 beds,4 baths,"2,082 sqft","Noor Townhouses, Town Square, Dubai, UAE",2649999.0,2082.0,3.0,4.0
5,0,1,"3,750,000",4 beds,4 baths,"2,454 sqft","Naseem Townhouses, Town Square, Dubai, UAE",3750000.0,2454.0,4.0,4.0
5,0,1,"3,750,000",4 beds,4 baths,"2,417 sqft","Safi Townhouses, Town Square, Dubai, UAE",3750000.0,2417.0,4.0,4.0
5,0,1,"3,700,000",4 beds,4 baths,"2,459 sqft","Reem Townhouses, Town Square, Dubai, UAE",3700000.0,2459.0,4.0,4.0
0,0,1,"1,490,000",2 beds,2 baths,"1,209 sqft","The Mayfair, Town Square, Dubai, UAE",1490000.0,1209.0,2.0,2.0
0,0,1,"1,200,000",2 beds,2 baths,880 sqft,"Zahra Apartments 2B, Zahra Apartments, Town Square, Dubai, UAE",1200000.0,880.0,2.0,2.0
5,0,1,"2,900,000",3 beds,3 baths,"2,135 sqft","Sama Townhouses, Town Square, Dubai, UAE",2900000.0,2135.0,3.0,3.0
5,0,1,"2,750,000",3 beds,3 baths,"2,111 sqft","Maha Townhouses, Town Square, Dubai, UAE",2750000.0,2111.0,3.0,3.0
0,0,0,"1,400,000",1 bed,1 bath,480 sqft,"Collective 2.0 Tower A, Collective 2.0, Dubai Hills Estate, Dubai, UAE",1400000.0,480.0,1.0,1.0
0,0,0,"1,220,000",2 beds,2 baths,"1,037 sqft","MAG 530, MAG 5 Boulevard, Dubai South, Dubai, UAE",1220000.0,1037.0,2.0,2.0
0,0,0,"1,200,000",1 bed,2 baths,782 sqft,"Dream Tower 1, Dream Towers, Dubai Marina, Dubai, UAE",1200000.0,782.0,1.0,2.0
0,0,0,"1,995,000",2 beds,2 baths,883 sqft,"Hartland Waves, Sobha Hartland, Dubai, UAE",1995000.0,883.0,2.0,2.0
0,0,1,"1,440,000",1 bed,2 baths,"1,711 sqft","Binghatti Galaxy Tower B, Binghatti Galaxy, JVC District 11, Jumeirah Village Circle (JVC), Dubai, UAE",1440000.0,1711.0,1.0,2.0
0,0,1,"3,500,000",2 beds,2 baths,"1,227 sqft","Trillionaire Residences by Binghatti, Business Bay, Dubai, UAE",3500000.0,1227.0,2.0,2.0
6,0,1,"3,999,999",4 beds,6 baths,"2,692 sqft","The Pulse Villas 2, The Pulse, Residential District, Dubai South, Dubai, UAE",3999999.0,2692.0,4.0,6.0
0,0,1,"875,000",1 bed,2 baths,887 sqft,"Plaza Residences Block A, Plaza Residences, JVC District 13, Jumeirah Village Circle (JVC), Dubai, UAE",875000.0,887.0,1.0,2.0
0,0,0,"3,000,000",1 bed,2 baths,"1,320 sqft","Building 18B, City Walk, Al Wasl, Dubai, UAE",3000000.0,1320.0,1.0,2.0
0,0,0,"3,200,000",1 bed,2 baths,"1,159 sqft","Building 5, City Walk, Al Wasl, Dubai, UAE",3200000.0,1159.0,1.0,2.0
0,0,0,"8,800,000",3 beds,4 baths,"2,403 sqft","Building 13B, City Walk, Al Wasl, Dubai, UAE",8800000.0,2403.0,3.0,4.0
0,0,1,"1,650,000",1 bed,1 bath,632 sqft,"Peninsula One, Peninsula, Business Bay, Dubai, UAE",1650000.0,632.0,1.0,1.0
0,0,1,"1,150,000",1 bed,2 baths,763 sqft,"Joya Dorado, Arjan, Dubai, UAE",1150000.0,763.0,1.0,2.0
6,0,1,"7,999,888",5 beds,7 baths,"6,700 sqft","The Aldea, The Villa, Dubai, UAE",7999888.0,6700.0,5.0,7.0
0,0,1,"3,499,888",3 beds,4 baths,"2,146 sqft","23 Marina, Dubai Marina, Dubai, UAE",3499888.0,2146.0,3.0,4.0
6,0,1,"2,099,999",3 beds,3 baths,"1,882 sqft","Zinnia, DAMAC Hills 2 (Akoya by DAMAC), Dubai, UAE",2099999.0,1882.0,3.0,3.0
0,0,1,"1,900,000",1 bed,2 baths,817 sqft,"Ellington House 3, Ellington House, Dubai Hills Estate, Dubai, UAE",1900000.0,817.0,1.0,2.0
0,0,1,"1,280,000",1 bed,2 baths,776 sqft,"Taya Residences, Al Furjan, Dubai, UAE",1280000.0,776.0,1.0,2.0
0,0,0,"4,300,000",2 beds,2 baths,"1,110 sqft","Beach Isle Tower 1, Beach Isle, Emaar Beachfront, Dubai Harbour, Dubai, UAE",4300000.0,1110.0,2.0,2.0
0,0,1,"1,125,000",2 beds,2 baths,"1,092 sqft","Al Thamam 08, Al Thamam, Remraam, Dubai, UAE",1125000.0,1092.0,2.0,2.0
0,0,1,"6,000,000",2 beds,3 baths,"1,715 sqft","Burj Khalifa, Downtown Dubai, Dubai, UAE",6000000.0,1715.0,2.0,3.0
0,0,1,"2,300,000",2 beds,2 baths,986 sqft,"Hills Park, Dubai Hills Estate, Dubai, UAE",2300000.0,986.0,2.0,2.0
0,0,1,"1,880,000",1 bed,2 baths,"1,101 sqft","Murjan 2, Murjan, Jumeirah Beach Residence (JBR), Dubai, UAE",1880000.0,1101.0,1.0,2.0
0,0,0,"2,200,000",2 beds,2 baths,966 sqft,"MAG 318, Business Bay, Dubai, UAE",2200000.0,966.0,2.0,2.0
0,0,1,"4,920,000",2 beds,2 baths,"2,019 sqft","Building 2A, City Walk, Al Wasl, Dubai, UAE",4920000.0,2019.0,2.0,2.0
0,0,0,"6,930,000",3 beds,4 baths,"1,910 sqft","Sunrise Bay Tower 1, Sunrise Bay, Emaar Beachfront, Dubai Harbour, Dubai, UAE",6930000.0,1910.0,3.0,4.0
0,0,1,"1,050,000",1 bed,2 baths,723 sqft,"Aria Residence, JVC District 14, Jumeirah Village Circle (JVC), Dubai, UAE",1050000.0,723.0,1.0,2.0
5,0,1,"2,350,000",3 beds,4 baths,"1,518 sqft","Expo Golf Villas 5 (Greenviews 2), Expo Golf Villas, Emaar South, Dubai South, Dubai, UAE",2350000.0,1518.0,3.0,4.0
0,0,1,"1,469,000",1 bed,1 bath,736 sqft,"Nad Al Sheba Gardens 1, Nad Al Sheba Gardens, Nad Al Sheba 1, Nad Al Sheba, Dubai, UAE",1469000.0,736.0,1.0,1.0
0,0,1,"1,250,000",2 beds,2 baths,"1,286 sqft","Binghatti Crystals, Dubai Silicon Oasis (DSO), Dubai, UAE",1250000.0,1286.0,2.0,2.0
0,0,0,"1,649,999",2 beds,3 baths,"1,283 sqft","Lake Shore Tower, JLT Cluster Y, Jumeirah Lake Towers (JLT), Dubai, UAE",1649999.0,1283.0,2.0,3.0
0,0,1,"1,000,000",Studio,1 bath,492 sqft,"DAMAC Hills, Dubai, UAE",1000000.0,492.0,0.0,1.0
0,0,1,"1,750,000",2 beds,2 baths,"1,214 sqft","Urbana III, Urbana, Emaar South, Dubai South, Dubai, UAE",1750000.0,1214.0,2.0,2.0
0,0,1,"750,000",1 bed,2 baths,727 sqft,"The Pulse Residence Park B4, The Pulse Residence Park, The Pulse, Residential District, Dubai South, Dubai, UAE",750000.0,727.0,1.0,2.0
0,0,1,"1,040,000",2 beds,2 baths,910 sqft,"Azizi Plaza, Al Furjan, Dubai, UAE",1040000.0,910.0,2.0,2.0
1,0,0,"1,499,999",1 bed,1 bath,695 sqft,"DAMAC Maison Aykon City, Aykon City, Business Bay, Dubai, UAE",1499999.0,695.0,1.0,1.0
0,0,1,"728,150",1 bed,2 baths,683 sqft,"Silicon Star 2 Building, Dubai Silicon Oasis (DSO), Dubai, UAE",728150.0,683.0,1.0,2.0
0,0,1,"550,000",1 bed,1 bath,734 sqft,"Skycourts Tower E, Skycourts Towers, Dubai Land Residence Complex, Dubai, UAE",550000.0,734.0,1.0,1.0
0,0,1,"800,000",2 beds,2 baths,"1,063 sqft","Skycourts Tower C, Skycourts Towers, Dubai Land Residence Complex, Dubai, UAE",800000.0,1063.0,2.0,2.0
0,0,0,"3,995,000",2 beds,3 baths,"1,686 sqft","The Point, Dubai Marina, Dubai, UAE",3995000.0,1686.0,2.0,3.0
0,0,1,"450,000",Studio,1 bath,496 sqft,"The Crescent Tower B, The Crescent Towers, Dubai Production City (IMPZ), Dubai, UAE",450000.0,496.0,0.0,1.0
6,0,1,"8,699,850",5 beds,6 baths,"11,517 sqft","Naseem, Mudon, Dubai, UAE",8699850.0,11517.0,5.0,6.0
0,0,0,"1,350,000",Studio,1 bath,480 sqft,"Oceanz 2, Oceanz by Danube, Dubai Maritime City, Dubai, UAE",1350000.0,480.0,0.0,1.0
0,0,0,"4,400,000",2 beds,2 baths,"1,175 sqft","Beach Isle Tower 2, Beach Isle, Emaar Beachfront, Dubai Harbour, Dubai, UAE",4400000.0,1175.0,2.0,2.0
0,0,1,"4,850,000",3 beds,4 baths,"2,980 sqft","23 Marina, Dubai Marina, Dubai, UAE",4850000.0,2980.0,3.0,4.0
0,0,1,"1,689,999",2 beds,3 baths,"1,270 sqft","Mas Tower, Dubai Silicon Oasis (DSO), Dubai, UAE",1689999.0,1270.0,2.0,3.0
0,0,1,"1,124,000",1 bed,2 baths,903 sqft,"Marine 4, Riverside Views, DAMAC Riverside, Dubai Investment Park (DIP), Dubai, UAE",1124000.0,903.0,1.0,2.0
0,0,0,"1,000,000",1 bed,2 baths,712 sqft,"Candace Acacia, Al Furjan, Dubai, UAE",1000000.0,712.0,1.0,2.0
6,0,1,"5,395,000",5 beds,7 baths,"4,217 sqft","South Bay 1, South Bay, Residential District, Dubai South, Dubai, UAE",5395000.0,4217.0,5.0,7.0
0,0,1,"1,370,000",1 bed,2 baths,960 sqft,"Binghatti Amber, JVC District 11, Jumeirah Village Circle (JVC), Dubai, UAE",1370000.0,960.0,1.0,2.0
0,0,0,"750,000",Studio,1 bath,250 sqft,"Rove City Walk, City Walk, Al Wasl, Dubai, UAE",750000.0,250.0,0.0,1.0
0,0,0,"16,000,000",4 beds,5 baths,"3,483 sqft","Building 6B, City Walk, Al Wasl, Dubai, UAE",16000000.0,3483.0,4.0,5.0
5,0,1,"3,200,000",3 beds,4 baths,"1,945 sqft","La Rosa 2, La Rosa, Villanova, Dubailand, Dubai, UAE",3200000.0,1945.0,3.0,4.0
0,0,0,"811,000",1 bed,2 baths,780 sqft,"4B Living, International City Phase 2 (Warsan 4), International City, Dubai, UAE",811000.0,780.0,1.0,2.0
0,0,0,"520,000",1 bed,2 baths,550 sqft,"Dusit Rijas, Majan, Dubai, UAE",520000.0,550.0,1.0,2.0
0,0,1,"1,300,000",2 beds,3 baths,"1,250 sqft","AG AUM Residence, Dubai Land Residence Complex, Dubai, UAE",1300000.0,1250.0,2.0,3.0
0,0,1,"1,270,000",2 beds,3 baths,"1,158 sqft","AG AUM Residence, Dubai Land Residence Complex, Dubai, UAE",1270000.0,1158.0,2.0,3.0
0,0,1,"7,250,000",1 bed,2 baths,746 sqft,"AG Square, Dubai Land Residence Complex, Dubai, UAE",7250000.0,746.0,1.0,2.0
6,0,1,"20,500,000",6 beds,6 baths,"7,316 sqft","Palm Jebel Ali, Dubai, UAE",20500000.0,7316.0,6.0,6.0
0,0,1,"1,450,000",3 beds,4 baths,"1,355 sqft","AG Ark Tower, Dubai Land Residence Complex, Dubai, UAE",1450000.0,1355.0,3.0,4.0
0,0,1,"2,199,999",1 bed,2 baths,875 sqft,"Imperial Avenue, Downtown Dubai, Dubai, UAE",2199999.0,875.0,1.0,2.0
0,0,1,"1,695,000",2 beds,3 baths,"1,119 sqft","Verdana Residence 2, Verdana 2, Dubai Investment Park (DIP), Dubai, UAE",1695000.0,1119.0,2.0,3.0
0,0,1,"1,775,000",1 bed,1 bath,755 sqft,"Creek Waters 2, Dubai Creek Harbour, Dubai, UAE",1775000.0,755.0,1.0,1.0
0,0,1,"2,970,888",2 beds,2 baths,"1,140 sqft","Hillsedge, Dubai Hills Estate, Dubai, UAE",2970888.0,1140.0,2.0,2.0
0,0,1,"1,754,000",2 beds,3 baths,"1,105 sqft","Binghatti Ghost, Dubai Healthcare City Phase 2, Al Jaddaf, Dubai, UAE",1754000.0,1105.0,2.0,3.0
0,0,1,"2,590,000",2 beds,2 baths,"1,018 sqft","Azizi Wasel, Dubai Islands, Dubai, UAE",2590000.0,1018.0,2.0,2.0
0,0,1,"1,950,000",2 beds,3 baths,"1,220 sqft","Binghatti Hillviews, Dubai Science Park, Dubai, UAE",1950000.0,1220.0,2.0,3.0
